# GENERATED by ./gradlew :conformance-icu:updateLedger. Reviewed by hand.
# icu=release-78.3  cldr=release-48-2
#
# Every row is a case where this library and ICU disagree and the
# disagreement is expected. A new one fails the build; a row that stops
# reproducing fails too. An ICU version bump regenerates this file, and
# the diff is the point rather than a nuisance.
#
# domain	locale	case	ours	icu	divergence	note
currency-names	sr-Cyrl-ME	ARS/name	аргентински пезос	argentinski pezos	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ATS/name	Аустријски шилинг	Austrijski šiling	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	AUD/name	аустралијски долар	australijski dolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	AWG/name	арубански флорин	arubanski florin	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	AZM/name	Азербејџански манат (1993–2006)	Azerbejdžanski manat (1993–2006)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	AZN/name	азербејџански манат	azerbejdžanski manat	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BAD/name	Босанско-Херцеговачки динар	Bosansko-Hercegovački dinar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BAM/name	босанскохерцеговачка конвертибилна марка	bosanskohercegovačka konvertibilna marka	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BAM/symbol	КМ	KM	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BBD/name	барбадошки долар	barbadoški dolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BDT/name	бангладешка така	bangladeška taka	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BEC/name	Белгијски франак (конвертибилни)	Belgijski franak (konvertibilni)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BEF/name	Белгијски франак	Belgijski franak	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BEL/name	Белгијски франак (финансијски)	Belgijski franak (finansijski)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BGL/name	Бугарски тврди лев	Bugarski tvrdi lev	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BGN/name	бугарски лев	bugarski lev	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BHD/name	бахреински динар	bahreinski dinar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BIF/name	бурундски франак	burundski franak	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BMD/name	бермудски долар	bermudski dolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BND/name	брунејски долар	brunejski dolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BOB/name	боливијски боливијано	bolivijski bolivijano	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BOP/name	Боливијски пезо	Bolivijski pezo	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BOV/name	Боливијски мвдол	Bolivijski mvdol	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BRB/name	Бразилски нови крузеиро (1967–1986)	Brazilski novi kruzeiro (1967–1986)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BRC/name	Бразилијски крузадо	Brazilijski kruzado	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BRE/name	Бразилски крузеиро (1990–1993)	Brazilski kruzeiro (1990–1993)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BRL/name	бразилски реал	brazilski real	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BRN/name	Бразилијски нови крузадо	Brazilijski novi kruzado	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BRR/name	Бразилски крузеиро	Brazilski kruzeiro	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BSD/name	бахамски долар	bahamski dolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BTN/name	бутански нгултрум	butanski ngultrum	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BUK/name	Бурмански кјат	Burmanski kjat	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BWP/name	боцванска пула	bocvanska pula	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BYB/name	Белоруска нова рубља (1994–1999)	Beloruska nova rublja (1994–1999)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BYN/name	белоруска рубља	beloruska rublja	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BYR/name	Белоруска рубља (2000–2016)	Beloruska rublja (2000–2016)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	BZD/name	белиски долар	beliski dolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	CAD/name	канадски долар	kanadski dolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	CDF/name	конгоански франак	kongoanski franak	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	CHE/name	WIR евро	WIR evro	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	CHF/name	швајцарски франак	švajcarski franak	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	CHW/name	WIR франак	WIR franak	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	CLF/name	Чилеовски унидадес се фоменто	Čileovski unidades se fomento	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	CLP/name	чилеански пезос	čileanski pezos	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	CNY/name	кинески јуан	kineski juan	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	COP/name	колумбијски пезос	kolumbijski pezos	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	COU/name	Унидад де валоршки реал	Unidad de valorški real	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	CRC/name	костарикански колон	kostarikanski kolon	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	CSD/name	Стари српски динар	Stari srpski dinar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	CSK/name	Чехословачка тврда круна	Čehoslovačka tvrda kruna	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	CUC/name	кубански конвертибилни пезос	kubanski konvertibilni pezos	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	CUP/name	кубански пезос	kubanski pezos	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	CVE/name	зеленортски ескудо	zelenortski eskudo	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	CYP/name	Кипарска фунта	Kiparska funta	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	CZK/name	чешка круна	češka kruna	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	DDM/name	Источно-немачка марка	Istočno-nemačka marka	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	DEM/name	Немачка марка	Nemačka marka	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	DJF/name	џибутски франак	džibutski franak	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	DKK/name	данска круна	danska kruna	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	DOP/name	доминикански пезос	dominikanski pezos	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	DZD/name	алжирски динар	alžirski dinar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ECS/name	Еквадорски сакр	Ekvadorski sakr	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ECV/name	Еквадорски унидад де валор константе	Ekvadorski unidad de valor konstante	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	EEK/name	Естонска кроон	Estonska kroon	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	EGP/name	египатска фунта	egipatska funta	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ERN/name	еритрејска накфа	eritrejska nakfa	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ESA/name	Шпанска пезета (рачун)	Španska pezeta (račun)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ESB/name	Шпанска пезета (конвертибилнирачун)	Španska pezeta (konvertibilniračun)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ESP/name	Шпанска пезета	Španska pezeta	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ETB/name	етиопијски бир	etiopijski bir	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	EUR/name	евро	evro	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	FIM/name	Финска марка	Finska marka	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	FJD/name	фиџијски долар	fidžijski dolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	FKP/name	фолкландска фунта	folklandska funta	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	FRF/name	Француски франак	Francuski franak	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	GBP/name	британска фунта	britanska funta	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	GEK/name	Грузијски купон ларит	Gruzijski kupon larit	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	GEL/name	грузијски лари	gruzijski lari	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	GHC/name	Гански цеди (1979–2007)	Ganski cedi (1979–2007)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	GHS/name	гански седи	ganski sedi	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	GIP/name	гибралтарска фунта	gibraltarska funta	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	GMD/name	гамбијски даласи	gambijski dalasi	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	GNF/name	гвинејски франак	gvinejski franak	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	GNS/name	Гвинејски сили	Gvinejski sili	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	GQE/name	Екваторијално-гвинејски еквеле	Ekvatorijalno-gvinejski ekvele	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	GRD/name	Грчка драхма	Grčka drahma	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	GTQ/name	гватемалски кецал	gvatemalski kecal	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	GWE/name	Португалска гвинеја ескудо	Portugalska gvineja eskudo	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	GWP/name	Гвинеја Бисао Пезо	Gvineja Bisao Pezo	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	GYD/name	гвајански долар	gvajanski dolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	HKD/name	хонгконшки долар	hongkonški dolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	HNL/name	хондурашка лемпира	honduraška lempira	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	HRD/name	Хрватски динар	Hrvatski dinar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	HRK/name	хрватска куна	hrvatska kuna	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	HTG/name	хаићански гурд	haićanski gurd	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	HUF/name	мађарска форинта	mađarska forinta	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	IDR/name	индонежанска рупија	indonežanska rupija	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	IEP/name	Ирска фунта	Irska funta	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ILP/name	Израелска фунта	Izraelska funta	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ILR/name	Стари израелски шекели	Stari izraelski šekeli	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ILS/name	израелски нови шекел	izraelski novi šekel	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	INR/name	индијска рупија	indijska rupija	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	IQD/name	ирачки динар	irački dinar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	IRR/name	ирански ријал	iranski rijal	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ISJ/name	Стара исландска круна	Stara islandska kruna	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ISK/name	исландска круна	islandska kruna	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ITL/name	Италијанска лира	Italijanska lira	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	JMD/name	јамајчански долар	jamajčanski dolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	JOD/name	јордански динар	jordanski dinar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	JPY/name	јапански јен	japanski jen	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	KES/name	кенијски шилинг	kenijski šiling	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	KGS/name	киргистански сом	kirgistanski som	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	KHR/name	камбоџански ријел	kambodžanski rijel	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	KMF/name	коморски франак	komorski franak	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	KPW/name	севернокорејски вон	severnokorejski von	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	KRW/name	јужнокорејски вон	južnokorejski von	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	KWD/name	кувајтски динар	kuvajtski dinar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	KYD/name	кајмански долар	kajmanski dolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	KZT/name	казахстански тенге	kazahstanski tenge	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	LAK/name	лаоски кип	laoski kip	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	LBP/name	либанска фунта	libanska funta	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	LKR/name	шриланчанска рупија	šrilančanska rupija	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	LRD/name	либеријски долар	liberijski dolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	LSL/name	лесотски лоти	lesotski loti	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	LTL/name	Литвански литас	Litvanski litas	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	LTT/name	Литвански талонас	Litvanski talonas	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	LUC/name	Луксембуршки конвертибилни франак	Luksemburški konvertibilni franak	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	LUF/name	Луксембуршки франак	Luksemburški franak	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	LUL/name	Луксембуршки финансијски франак	Luksemburški finansijski franak	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	LVL/name	Латвијски лати	Latvijski lati	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	LVR/name	Латвијска рубља	Latvijska rublja	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	LYD/name	либијски динар	libijski dinar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	MAD/name	марокански дирхам	marokanski dirham	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	MDL/name	молдавски леј	moldavski lej	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	MGA/name	малгашки аријари	malgaški arijari	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	MGF/name	Малагасијски франак	Malagasijski franak	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	MKD/name	македонски денар	makedonski denar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	MLF/name	Малијански франак	Malijanski franak	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	MMK/name	мјанмарски кјат	mjanmarski kjat	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	MNT/name	монголски тугрик	mongolski tugrik	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	MOP/name	макаоска патака	makaoska pataka	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	MRO/name	Мауританијска oгија (1973–2017)	Mauritanijska ogija (1973–2017)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	MRU/name	мауританска огија	mauritanska ogija	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	MTL/name	Малтешка лира	Malteška lira	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	MTP/name	Малтешка фунта	Malteška funta	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	MUR/name	маурицијска рупија	mauricijska rupija	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	MVR/name	малдивска руфија	maldivska rufija	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	MWK/name	малавијска квача	malavijska kvača	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	MXN/name	мексички пезос	meksički pezos	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	MXP/name	Мексички сребрни пезо (1861–1992)	Meksički srebrni pezo (1861–1992)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	MXV/name	Мексички унидад де инверсион (UDI)	Meksički unidad de inversion (UDI)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	MYR/name	малезијски рингит	malezijski ringit	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	MZE/name	Мозамбијски ескудо	Mozambijski eskudo	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	MZM/name	Стари мозамбијски метикал	Stari mozambijski metikal	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	MZN/name	мозамбички метикал	mozambički metikal	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	NAD/name	намибијски долар	namibijski dolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	NGN/name	нигеријска наира	nigerijska naira	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	NIC/name	никарагванска кордоба (1988–1991)	nikaragvanska kordoba (1988–1991)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	NIO/name	никарагванска кордоба	nikaragvanska kordoba	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	NLG/name	Холандски гулден	Holandski gulden	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	NOK/name	норвешка круна	norveška kruna	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	NPR/name	непалска рупија	nepalska rupija	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	NZD/name	новозеландски долар	novozelandski dolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	OMR/name	омански ријал	omanski rijal	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	PAB/name	панамска балбоа	panamska balboa	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	PEI/name	Перуански инти	Peruanski inti	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	PEN/name	перуански сол	peruanski sol	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	PES/name	Перуански сол (1863–1965)	Peruanski sol (1863–1965)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	PGK/name	папуанска кина	papuanska kina	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	PHP/name	филипински пезос	filipinski pezos	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	PKR/name	пакистанска рупија	pakistanska rupija	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	PLN/name	пољски злот	poljski zlot	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	PLZ/name	Пољски злоти (1950–1995)	Poljski zloti (1950–1995)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	PTE/name	Португалски ескудо	Portugalski eskudo	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	PYG/name	парагвајски гварани	paragvajski gvarani	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	QAR/name	катарски ријал	katarski rijal	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	RHD/name	Родејскидолар	Rodejskidolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	ROL/name	Румунски леј (1952–2006)	Rumunski lej (1952–2006)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	RON/name	румунски леј	rumunski lej	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	RSD/name	српски динар	srpski dinar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	RUB/name	руска рубља	ruska rublja	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	RUR/name	Руска рубља (1991–1998)	Ruska rublja (1991–1998)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	RWF/name	руандски франак	ruandski franak	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	SAR/name	саудијски ријал	saudijski rijal	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	SBD/name	соломонски долар	solomonski dolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	SCR/name	сејшелска рупија	sejšelska rupija	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	SDD/name	Стари судански динар	Stari sudanski dinar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	SDG/name	суданска фунта	sudanska funta	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	SDP/name	Стара суданска фунта	Stara sudanska funta	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	SEK/name	шведска круна	švedska kruna	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	SGD/name	сингапурски долар	singapurski dolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	SHP/name	фунта Свете Јелене	funta Svete Jelene	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	SIT/name	Словеначки толар	Slovenački tolar	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	SKK/name	Словачка круна	Slovačka kruna	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	SLE/name	сијералеонски леоне	sijeraleonski leone	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	SLL/name	сијералеонски леоне (1964—2022)	sijeraleonski leone (1964—2022)	DEFECT	TODO: explain this divergence or reclassify it
currency-names	sr-Cyrl-ME	SOS/name	сомалијски шилинг	somalijski šiling	DEFECT	TODO: explain this divergence or reclassify it
