# GENERATED by ./gradlew :conformance-icu:updateLedger. Reviewed by hand.
# icu=release-78.3  cldr=release-48-2
#
# Every row is a case where this library and ICU disagree and the
# disagreement is expected. A new one fails the build; a row that stops
# reproducing fails too. An ICU version bump regenerates this file, and
# the diff is the point rather than a nuisance.
#
# domain	locale	case	ours	icu	divergence	note
collation-order	ar-TN	order	ﹷ at 2	ﹰ at 2	NOT_IMPLEMENTED	uses last, which this build does not read; see docs/boundaries.md
collation-order	ar-YE	order	ﹷ at 2	ﹰ at 2	NOT_IMPLEMENTED	uses last, which this build does not read; see docs/boundaries.md
collation-order	da	order	a at 0	A at 0	NOT_IMPLEMENTED	uses caseFirst, which this build does not read; see docs/boundaries.md
collation-order	da-DK	order	a at 0	A at 0	NOT_IMPLEMENTED	uses caseFirst, which this build does not read; see docs/boundaries.md
collation-order	da-GL	order	a at 0	A at 0	NOT_IMPLEMENTED	uses caseFirst, which this build does not read; see docs/boundaries.md
collation-order	ff-Adlm	order	𞤀𞤀 at 126	𞤢𞤢 at 126	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	ff-Adlm-BF	order	𞤀𞤀 at 126	𞤢𞤢 at 126	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	ff-Adlm-CM	order	𞤀𞤀 at 126	𞤢𞤢 at 126	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	ff-Adlm-GH	order	𞤀𞤀 at 126	𞤢𞤢 at 126	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	ff-Adlm-GM	order	𞤀𞤀 at 126	𞤢𞤢 at 126	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	ff-Adlm-GN	order	𞤀𞤀 at 126	𞤢𞤢 at 126	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	ff-Adlm-GW	order	𞤀𞤀 at 126	𞤢𞤢 at 126	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	ff-Adlm-LR	order	𞤀𞤀 at 126	𞤢𞤢 at 126	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	ff-Adlm-MR	order	𞤀𞤀 at 126	𞤢𞤢 at 126	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	ff-Adlm-NE	order	𞤀𞤀 at 126	𞤢𞤢 at 126	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	ff-Adlm-NG	order	𞤀𞤀 at 126	𞤢𞤢 at 126	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	ff-Adlm-SL	order	𞤀𞤀 at 126	𞤢𞤢 at 126	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	ff-Adlm-SN	order	𞤀𞤀 at 126	𞤢𞤢 at 126	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	fi	order	đa at 59	Da at 59	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	fi-FI	order	đa at 59	Da at 59	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	ha	order	aƴ at 17	ay at 17	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	ha-GH	order	aƴ at 17	ay at 17	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	ha-NE	order	aƴ at 17	ay at 17	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	ha-NG	order	aƴ at 17	ay at 17	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	ja	order	ヽ亜 at 2	ヽa at 2	NOT_IMPLEMENTED	uses last, which this build does not read; see docs/boundaries.md
collation-order	ja-JP	order	ヽ亜 at 2	ヽa at 2	NOT_IMPLEMENTED	uses last, which this build does not read; see docs/boundaries.md
collation-order	kl	order	ao at 12	aK at 12	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	kl-GL	order	ao at 12	aK at 12	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	mt	order	a at 0	A at 0	NOT_IMPLEMENTED	uses caseFirst, which this build does not read; see docs/boundaries.md
collation-order	mt-MT	order	a at 0	A at 0	NOT_IMPLEMENTED	uses caseFirst, which this build does not read; see docs/boundaries.md
collation-order	th	order	ฯฯ at 1	ๆ at 1	NOT_IMPLEMENTED	uses alternate, which this build does not read; see docs/boundaries.md
collation-order	th-TH	order	ฯฯ at 1	ๆ at 1	NOT_IMPLEMENTED	uses alternate, which this build does not read; see docs/boundaries.md
collation-order	uz	order	ah at 7	ag at 7	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	uz-Arab	order	ah at 7	ag at 7	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	uz-Arab-AF	order	ah at 7	ag at 7	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	uz-Cyrl	order	ah at 7	ag at 7	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	uz-Cyrl-UZ	order	ah at 7	ag at 7	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	uz-Latn	order	ah at 7	ag at 7	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	uz-Latn-UZ	order	ah at 7	ag at 7	DEFECT	the tailoring is applied and one letter lands elsewhere than ICU puts it; not yet diagnosed
collation-order	yue	order	々 at 0	一 at 0	NOT_IMPLEMENTED	uses last, which this build does not read; see docs/boundaries.md
collation-order	yue-Hans	order	a at 0	吖 at 0	NOT_IMPLEMENTED	uses last, which this build does not read; see docs/boundaries.md
collation-order	yue-Hans-CN	order	a at 0	吖 at 0	NOT_IMPLEMENTED	uses last, which this build does not read; see docs/boundaries.md
collation-order	yue-Hant	order	々 at 0	一 at 0	NOT_IMPLEMENTED	uses last, which this build does not read; see docs/boundaries.md
collation-order	yue-Hant-CN	order	々 at 0	一 at 0	NOT_IMPLEMENTED	uses last, which this build does not read; see docs/boundaries.md
collation-order	yue-Hant-HK	order	々 at 0	一 at 0	NOT_IMPLEMENTED	uses last, which this build does not read; see docs/boundaries.md
collation-order	yue-Hant-MO	order	々 at 0	一 at 0	NOT_IMPLEMENTED	uses last, which this build does not read; see docs/boundaries.md
collation-order	zh	order	a at 0	吖 at 0	NOT_IMPLEMENTED	uses last, which this build does not read; see docs/boundaries.md
collation-order	zh-Hans	order	a at 0	吖 at 0	NOT_IMPLEMENTED	uses last, which this build does not read; see docs/boundaries.md
collation-order	zh-Hans-CN	order	a at 0	吖 at 0	NOT_IMPLEMENTED	uses last, which this build does not read; see docs/boundaries.md
collation-order	zh-Hans-HK	order	a at 0	吖 at 0	NOT_IMPLEMENTED	uses last, which this build does not read; see docs/boundaries.md
collation-order	zh-Hans-MO	order	a at 0	吖 at 0	NOT_IMPLEMENTED	uses last, which this build does not read; see docs/boundaries.md
collation-order	zh-Hans-MY	order	a at 0	吖 at 0	NOT_IMPLEMENTED	uses last, which this build does not read; see docs/boundaries.md
collation-order	zh-Hans-SG	order	a at 0	吖 at 0	NOT_IMPLEMENTED	uses last, which this build does not read; see docs/boundaries.md
collation-order	zh-Hant	order	々 at 0	一 at 0	NOT_IMPLEMENTED	uses last, which this build does not read; see docs/boundaries.md
collation-order	zh-Hant-HK	order	々 at 0	一 at 0	NOT_IMPLEMENTED	uses last, which this build does not read; see docs/boundaries.md
collation-order	zh-Hant-MO	order	々 at 0	一 at 0	NOT_IMPLEMENTED	uses last, which this build does not read; see docs/boundaries.md
collation-order	zh-Hant-MY	order	々 at 0	一 at 0	NOT_IMPLEMENTED	uses last, which this build does not read; see docs/boundaries.md
collation-order	zh-Hant-TW	order	々 at 0	一 at 0	NOT_IMPLEMENTED	uses last, which this build does not read; see docs/boundaries.md
