# GENERATED by ./gradlew :conformance-icu:updateLedger. Reviewed by hand.
# icu=release-78.3  cldr=release-48-2
#
# Every row is a case where this library and ICU disagree and the
# disagreement is expected. A new one fails the build; a row that stops
# reproducing fails too. An ICU version bump regenerates this file, and
# the diff is the point rather than a nuisance.
#
# domain	locale	case	ours	icu	divergence	note
exemplar-cities	sr-Cyrl-ME	America/Argentina/Ushuaia	Ушуаија	Ušuaija	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Aruba	Аруба	Aruba	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Asuncion	Асунсион	Asunsion	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Bahia	Баија	Baija	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Bahia_Banderas	Баија Бандерас	Baija Banderas	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Barbados	Барбадос	Barbados	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Belem	Белем	Belem	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Belize	Белизе	Belize	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Blanc-Sablon	Бланк-Сејблон	Blank-Sejblon	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Boa_Vista	Боа Виста	Boa Vista	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Bogota	Богота	Bogota	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Boise	Бојзи	Bojzi	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Buenos_Aires	Буенос Ајрес	Buenos Ajres	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Cambridge_Bay	Кембриџ Беј	Kembridž Bej	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Campo_Grande	Кампо Гранде	Kampo Grande	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Cancun	Канкун	Kankun	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Caracas	Каракас	Karakas	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Catamarca	Катамарка	Katamarka	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Cayenne	Кајен	Kajen	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Cayman	Кајманска Острва	Kajmanska Ostrva	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Chicago	Чикаго	Čikago	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Chihuahua	Чихуахуа	Čihuahua	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Ciudad_Juarez	Сиудад Хуарез	Siudad Huarez	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Coral_Harbour	Корал Харбур	Koral Harbur	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Cordoba	Кордоба	Kordoba	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Costa_Rica	Костарика	Kostarika	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Coyhaique	Којајке	Kojajke	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Creston	Крестон	Kreston	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Cuiaba	Куиаба	Kuiaba	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Curacao	Курасао	Kurasao	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Danmarkshavn	Данмарксхаген	Danmarkshagen	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Dawson	Досон	Doson	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Dawson_Creek	Досон Крик	Doson Krik	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Denver	Денвер	Denver	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Detroit	Детроит	Detroit	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Dominica	Доминика	Dominika	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Edmonton	Едмонтон	Edmonton	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Eirunepe	Еирунепе	Eirunepe	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/El_Salvador	Салвадор	Salvador	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Fort_Nelson	Форт Нелсон	Fort Nelson	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Fortaleza	Форталеза	Fortaleza	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Glace_Bay	Глејс Беј	Glejs Bej	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Godthab	Готхаб	Gothab	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Goose_Bay	Гус Беј	Gus Bej	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Grand_Turk	Гранд Турк	Grand Turk	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Grenada	Гренада	Grenada	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Guadeloupe	Гвадалупе	Gvadalupe	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Guatemala	Гватемала	Gvatemala	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Guayaquil	Гвајакил	Gvajakil	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Guyana	Гвајана	Gvajana	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Halifax	Халифакс	Halifaks	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Havana	Хавана	Havana	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Hermosillo	Хермосиљо	Hermosiljo	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Indiana/Knox	Нокс, Индијана	Noks, Indijana	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Indiana/Marengo	Маренго, Индијана	Marengo, Indijana	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Indiana/Petersburg	Питерсбург, Индијана	Pitersburg, Indijana	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Indiana/Tell_City	Тел Сити, Индијана	Tel Siti, Indijana	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Indiana/Vevay	Вевај, Индијана	Vevaj, Indijana	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Indiana/Vincennes	Винценес, Индијана	Vincenes, Indijana	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Indiana/Winamac	Винамак, Индијана	Vinamak, Indijana	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Indianapolis	Индианаполис	Indianapolis	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Inuvik	Инувик	Inuvik	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Iqaluit	Иквалуит	Ikvaluit	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Jamaica	Јамајка	Jamajka	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Jujuy	Жужуи	Žužui	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Juneau	Жуно	Žuno	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Kentucky/Monticello	Монтичело, Кентаки	Montičelo, Kentaki	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Kralendijk	Кралендајк	Kralendajk	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/La_Paz	Ла Паз	La Paz	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Lima	Лима	Lima	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Los_Angeles	Лос Анђелес	Los Anđeles	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Louisville	Луивиле	Luivile	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Lower_Princes	Лоуер Принсиз Квортер	Louer Prinsiz Kvorter	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Maceio	Масејо	Masejo	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Managua	Манагва	Managva	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Manaus	Манаус	Manaus	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Marigot	Мариго	Marigo	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Martinique	Мартиник	Martinik	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Matamoros	Матаморос	Matamoros	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Mazatlan	Мазатлан	Mazatlan	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Mendoza	Мендоса	Mendosa	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Menominee	Меномини	Menomini	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Merida	Мерида	Merida	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Metlakatla	Метлакатла	Metlakatla	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Mexico_City	Мексико Сити	Meksiko Siti	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Miquelon	Микелон	Mikelon	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Moncton	Монктон	Monkton	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Monterrey	Монтереј	Monterej	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Montevideo	Монтевидео	Montevideo	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Montserrat	Монтсерат	Montserat	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Nassau	Насау	Nasau	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/New_York	Њујорк	Njujork	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Nome	Ном	Nom	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Noronha	Нороња	Noronja	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/North_Dakota/Beulah	Бијула, Северна Дакота	Bijula, Severna Dakota	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/North_Dakota/Center	Центар, Северна Дакота	Centar, Severna Dakota	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/North_Dakota/New_Salem	Нови Салем, Северна Дакота	Novi Salem, Severna Dakota	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Ojinaga	Охинага	Ohinaga	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Panama	Панама	Panama	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Paramaribo	Парамарибо	Paramaribo	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Phoenix	Финикс	Finiks	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Port-au-Prince	Порт о Пренс	Port o Prens	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Port_of_Spain	Порт оф Спејн	Port of Spejn	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Porto_Velho	Порто Вељо	Porto Veljo	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Puerto_Rico	Порто Рико	Porto Riko	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Punta_Arenas	Пунта Аренас	Punta Arenas	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Rankin_Inlet	Ранкин Инлет	Rankin Inlet	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Recife	Ресифе	Resife	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Regina	Регина	Regina	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Resolute	Ресолут	Resolut	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Rio_Branco	Рио Бранко	Rio Branko	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Santarem	Сантарем	Santarem	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Santiago	Сантјаго	Santjago	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Santo_Domingo	Санто Доминго	Santo Domingo	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Sao_Paulo	Сао Паоло	Sao Paolo	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Scoresbysund	Скорезбисунд	Skorezbisund	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Sitka	Ситка	Sitka	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/St_Barthelemy	Св. Бартоломeј	Sv. Bartolomej	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/St_Johns	Св. Џон	Sv. Džon	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/St_Kitts	Сент Китс	Sent Kits	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/St_Lucia	Св. Луција	Sv. Lucija	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/St_Thomas	Св. Тома	Sv. Toma	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/St_Vincent	Сент Винсент	Sent Vinsent	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Swift_Current	Свифт Курент	Svift Kurent	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Tegucigalpa	Тегусигалпа	Tegusigalpa	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Thule	Тул	Tul	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Tijuana	Тихуана	Tihuana	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Toronto	Торонто	Toronto	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Tortola	Тортола	Tortola	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Vancouver	Ванкувер	Vankuver	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Whitehorse	Вајтхорс	Vajthors	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Winnipeg	Винипег	Vinipeg	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	America/Yakutat	Јакутат	Jakutat	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	Antarctica/Casey	Кејси	Kejsi	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	Antarctica/Davis	Дејвис	Dejvis	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	Antarctica/DumontDUrville	Димон д’Урвил	Dimon d’Urvil	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	Antarctica/Macquarie	Меквори	Mekvori	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	Antarctica/Mawson	Мосон	Moson	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	Antarctica/McMurdo	Макмурдо	Makmurdo	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	Antarctica/Palmer	Палмер	Palmer	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	Antarctica/Rothera	Ротера	Rotera	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	Antarctica/Syowa	Шова	Šova	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	Antarctica/Troll	Трол	Trol	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	Antarctica/Vostok	Восток	Vostok	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	Arctic/Longyearbyen	Лонгјербјен	Longjerbjen	DEFECT	TODO: explain this divergence or reclassify it
exemplar-cities	sr-Cyrl-ME	Asia/Aden	Аден	Aden	DEFECT	TODO: explain this divergence or reclassify it
